userId,Talks_Participation_19_20,lastSubmit,Wanted_Programming_Languages,Coding_as_Hobby,Teaching_Problems_POV,Fav_Coding_Drink,Professional_Prod_Env,Open_Source_Participation,Daily_Web_Frameworks,Graduation_Employment_Gap,Preferred_Company_Type,Coding_Experience,Fav_Programming_Languages,Online_InPerson_Preferrence,Side_Projects,Daily_Paltforms,Blog_Posting,Salary_Range_DH,Country,Gender,Reentery_Plans,Learning_Platforms,Primary_OS,Job_Title,Covid_Productivity,Wanted_Web_Frameworks,Local_Dialect_Content,Covid_Remote_Adoption,Teaching_Jobs_Gap,Overtime_Frequency,Daily_Programming_Languages,Moroccan_Community_AutoEval,Help_Sources,Local_Community_Membership,Education,Daily_IDE,Moroccan_DevC_Membership,startTime,Continuous_Learning_Frequency,Event_Attendence_19_20,Immigration_Plans,Wanted_Platforms,Job_Satisfaction,Preferred_Job_Criteria,Employment_Status,Read_Write_Languages,English_Barrier,Age
bMuFEJ847tVoxHnwgTas1kKTVbl2,0,1603220335766,"['Kotlin', 'Scala', 'Other']",Yes,"['Students', 'Teachers', 'Academic defined subjects (system)']",Water,['Hybrid Cloud'],['I am maintaining my own project'],"['Spring Ecosystem', 'Other']",,Medium company,1-3 years,"['JavaScript', 'HTML/CSS 😉', 'SQL', 'Java', 'TypeScript']",Li ja bismilah,NO,['Other'],Yes  less than 10 blog posts,,Morocco,Female,,"['YouTube', 'Paid platforms', 'Others']",Windows,"Developer, back-end",,"['Angular', 'Other']",Both,,Not enough,,"['HTML/CSS  😉', 'SQL', 'Java']",Good,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos']",Yes,Bac +3,"['VS Code', 'Eclipse']",Yes,1603218406855,Every few months,1-3,No,"['Node.js', 'React Native', 'Flutter']",,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Opportunities for professional development']",Student,"['Arabic', 'French', 'English']",No,20 to 24 years
bNTJOxmWK9aZzdvl1oPeIoCM8BC3,0,1603216886533,['TypeScript'],Yes,['Students'],None,['Not Sure'],"['Yes, few PRs in multiple projects']","['jQuery', 'React.js']",,Freelance,Less than 1 year,"['JavaScript', 'Python']",Live/online events,NO,['Node.js'],"No, I am not interested.",,Morocco,Male,No,"['YouTube', 'Books', 'Official documentation']",Windows,"Developer, front-end",,['Vue.js'],Both,,Enough to start,Never,['JavaScript'],Good,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",NO,Self-taught,"['VS Code', 'Atom']",NO,1603216482741,Once a year,0,No,['Node.js'],,"['Languages, frameworks, and other technologies I’d be working with']",Student,"['Arabic', 'Amazigh', 'English']",Yes,20 to 24 years
bODuSPko6WP2UW53rQq9rcYmeSa2,0,1603302796867,"['C#', 'Kotlin']",Yes,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",Coffee,['Not Sure'],['I don’t have an account on Github (or alternatives).'],"['jQuery', 'Spring Ecosystem', 'Other']",0 months,Multinational company,More than 10,"['JavaScript', 'HTML/CSS 😉', 'Java', 'Dart']",Li ja bismilah,For learning,['Other'],Thinking of it.,13 000 - 15 000,Morocco,Male,No,"['YouTube', 'Paid platforms', 'Books', 'Official documentation', 'Blog posts', 'Company resources']",Windows,"Developer, full-stack",The current Pandemic did not impact my productivity,"['React.js', 'Angular', 'Angular.js']",No,We were doing remote before,Not enough,Sometimes: 1-2 days per month but less than weekly,['Java'],Good,['Google it'],NO,Bac +5,['Eclipse'],NO,1603302158836,Every few months,0,No,"['Unity 3D', 'Flutter', 'Other']",Slightly satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Remote work options', 'Salary']",Employed full-time,"['Arabic', 'French', 'English', 'Others']",No,35 to 39 years
bOcmR3Yek5U33nJGrttLyq9N0wo1,0,1603868852458,"['C', 'Go', 'Assembly', 'R', 'Rust']",Yes,"['Students', 'Teachers', 'Academic defined subjects (system)']",Tea,"['Full Cloud', 'Managed PaaS (heroku, app platform ...)']","['Yes, few PRs in multiple projects']","['Express', 'Vue.js', 'Flask', 'Next']",Few months,Medium company,1-3 years,"['JavaScript', 'Python', 'Bash/Shell/PowerShell', 'TypeScript']",In-person events?,For learning,"['Node.js', 'Pandas', 'React Native', 'Torch/PyTorch']",Thinking of it.,6 000 - 8 000,Morocco,Male,No,"['Books', 'Official documentation', 'Blog posts']",Windows + WSL2,"Developer, full-stack",The current Pandemic did not impact my productivity,"['React.js', 'Ruby on Rails']",Spoken,No remote policy yet,Not enough,Often: 1-2 days per week or more,"['JavaScript', 'HTML/CSS  😉', 'Python', 'Bash/Shell/PowerShell', 'TypeScript']",Bad,['Google it'],NO,Self-taught,"['VS Code', 'Vim']",NO,1603868868866,Every few months,0,Yes,"['TensorFlow', 'Flutter']",Neither satisfied nor dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'How widely used or impactful my work output would be', 'The industry that I’d be working in', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",Yes,20 to 24 years
bPUdIBtzvmeASRGdyKZJzkEOTru1,,1603220240694,,Yes,['Academic defined subjects (system)'],Tea,,,,More than 1 year,Small company,Less than 1 year,,,For learning,,,,Morocco,Male,No,"['YouTube', 'Official documentation']",,"Developer, front-end",The current Pandemic somehow boosted my productivity,,Both,,Not enough,Rarely: 1-2 days per year or less ,,,,,Self-taught,,,1603220064665,,,Yes,,Neither satisfied nor dissatisfied,"['Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'Salary']",Looking for work,"['Arabic', 'English', 'Others']",No,25 to 29 years
bTdECSsDkfMb7UjdQIkrRVWOZ9d2,0,1603222619594,"['SQL', 'Java', 'C#']",Yes,"['Students', 'Teachers', 'Academic defined subjects (system)']",Water,['Not Sure'],['I am maintaining my own project'],"['jQuery', 'Angular', 'Spring Ecosystem', 'Angular.js']",0 months,Multinational company,Less than 1 year,"['SQL', 'Java', 'C#']",Li ja bismilah,For learning,['Other'],"No, I am not interested.",< 6 000,Morocco,Male,,"['YouTube', 'Paid platforms', 'Official documentation', 'Others']",Windows,"Developer, full-stack",The current Pandemic somehow boosted my productivity,"['Express', 'Django', 'Flask', 'Laravel', 'Symfony']",Spoken,We were doing remote before,Enough to start,Occasionally: 1-2 days per quarter but less than monthly ,"['SQL', 'Java', 'C#']",Good,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos']",NO,Bac +2,['Eclipse'],I don’t know Facebook Developer circles,1603222117245,Once every few years,0,No,['Node.js'],Slightly satisfied,"['Office environment or company culture', 'Opportunities for professional development', 'Salary']",Employed full-time,"['Arabic', 'French', 'English', 'Others']",No,25 to 29 years
bUV5q2WfKPdZpUfl4c0gCwm4s672,0,1603232749095,"['TypeScript', 'Go']",Yes,['Academic defined subjects (system)'],None,"['shared hosting', 'Not Sure']",['I am maintaining my own project'],['React.js'],,,Less than 1 year,"['JavaScript', 'Python', 'Java', 'C++', 'C', 'R']",In-person events?,,"['Pandas', 'TensorFlow', 'Torch/PyTorch', 'Other']","No, I am not interested.",,Morocco,Male,No,"['YouTube', 'Books', 'Official documentation', 'Blog posts', 'Others']",Linux-based,"Developer, back-end",,"['jQuery', 'Angular.js', 'Other']",Both,,Not enough,,"['JavaScript', 'Python', 'Java', 'C++', 'C', 'R']",Not Bad,"['Google it', 'Stackoverflow']",NO,Bac +3,"['VS Code', 'Vim', 'Atom']",Yes,1603232043015,Every few months,0,Yes,"['Node.js', 'Pandas', 'TensorFlow', 'Torch/PyTorch', 'Other']",,,,"['Arabic', 'French', 'English']",No,20 to 24 years
bVdDRtRmKwahUsPiDvpyQSvNexl2,0,1603221541494,"['TypeScript', 'Kotlin', 'Swift', 'Objective-C', 'Haskell']",Yes,"['Students', 'Teachers']",None,['Not Sure'],['I am maintaining my own project'],"['jQuery', 'Express']",,Startup,1-3 years,"['JavaScript', 'HTML/CSS 😉', 'Python', 'C', 'Kotlin']",Li ja bismilah,For profit,['Node.js'],Thinking of it.,,Morocco,Male,Yes,"['YouTube', 'Books', 'Official documentation']",Windows,"Developer, front-end",,"['React.js', 'Vue.js', 'Django']",Both,,Not enough,,"['JavaScript', 'HTML/CSS  😉', 'Python']",Good,['Do other work and come back later.'],NO,Self-taught,"['VS Code', 'Vim', 'Sublime', 'Atom']",Yes,1603279770275,Once a year,1-3,Yes,['Flutter'],,"['Languages, frameworks, and other technologies I’d be working with', 'Flex time or a flexible schedule', 'Remote work options']",Student,"['Arabic', 'French', 'English']",No,15 to 19 years
baY7izaXLoUnypHsh3UeJz3j0Dj2,0,1603223894291,,No,"['Academic defined subjects (system)', 'Companies engagement with academia']",None,,['I am maintaining my own project'],,Few months,Medium company,1-3 years,,Li ja bismilah,For learning,,"No, I am not interested.",< 6 000,Morocco,Male,Yes,"['Official documentation', 'Company resources']",,"Developer, back-end",,,Both,,Not enough,Never,,Not Bad,,Yes,Bac +3,,I don’t know Facebook Developer circles,1603223442991,,0,No,,,"['Languages, frameworks, and other technologies I’d be working with', 'The industry that I’d be working in']",Student,"['Arabic', 'Amazigh', 'French', 'English']",No,20 to 24 years
baeCx5mq08TGHPtiCCTMqtIh1xG2,0,1603309313401,['Swift'],Yes,"['Academic defined subjects (system)', 'Companies engagement with academia']",Coffee,"['Full Cloud', 'shared hosting']",['I am maintaining my own project'],['Other'],Few months,Startup,More than 10,"['JavaScript', 'HTML/CSS 😉']",In-person events?,For learning,['Node.js'],Yes more than 10 blog posts,15 000 - 20 000,Morocco,Male,,"['YouTube', 'Blog posts']",Windows,Designer,The current Pandemic did not impact my productivity,['React.js'],Spoken,We were doing remote before,Enough to start,Often: 1-2 days per week or more,"['JavaScript', 'HTML/CSS  😉']",Not Bad,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos']",NO,Bac +3,['Sublime'],I don’t know Facebook Developer circles,1603308862993,Once a year,More than 3,Yes,['React Native'],Slightly dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'Salary']","Freelancer, or self-employed","['Arabic', 'French', 'English']",No,35 to 39 years
bn5p4SqB8xZL7Jm8zXRR8LxJzsv2,0,1603816891894,['JavaScript'],No,['Academic defined subjects (system)'],Water,['Not Sure'],['I am maintaining my own project'],['Angular'],,Multinational company,1-3 years,"['JavaScript', 'HTML/CSS 😉', 'TypeScript']",Li ja bismilah,For learning,['Node.js'],"No, I am not interested.",,Morocco,Female,Yes,"['YouTube', 'Books', 'Official documentation']",Windows,"Developer, full-stack",,"['Angular', 'Spring Ecosystem']",Both,,Enough to start,Never,"['HTML/CSS  😉', 'TypeScript']",Good,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos']",NO,Bac +5,"['VS Code', 'Eclipse']",Yes,1603816898323,Once a year,0,No,['Other'],,"['Languages, frameworks, and other technologies I’d be working with', 'Salary']",Student,"['Arabic', 'French', 'English']",No,20 to 24 years
boJuAW3trwOos85PwTCo4MK1KXN2,0,1603290890858,['JavaScript'],Yes,"['Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",Coffee,"['Full Cloud', 'on-premise']","['Yes, few PRs in multiple projects']",['Other'],0 months,Small company,1-3 years,['HTML/CSS 😉'],Li ja bismilah,For learning,['Other'],Thinking of it.,10 000 - 13 000,Europe,Female,Yes,"['YouTube', 'Paid platforms', 'Books', 'Official documentation', 'Blog posts', 'Company resources']",MacOS,Designer,The current Pandemic did not impact my productivity,['Other'],Both,The company started remote after covid,Enough to start,Occasionally: 1-2 days per quarter but less than monthly ,['HTML/CSS  😉'],Excellent,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",NO,Bac +5,['Atom'],NO,1603290413320,Once every few years,0,Yes,['Other'],Slightly satisfied,"['Office environment or company culture', 'Remote work options', 'How widely used or impactful my work output would be', 'The industry that I’d be working in']",Employed full-time,"['Arabic', 'French', 'English']",No,20 to 24 years
bpXbRbdtOXb1nGMneInv5KWn6yY2,0,1603579059388,"['Python', 'R']",No,['Academic defined subjects (system)'],Tea,['shared hosting'],['I don’t have an account on Github (or alternatives).'],"['jQuery', 'Angular', 'Express', 'Spring Ecosystem', 'Laravel']",0 months,Startup,Less than 1 year,"['JavaScript', 'HTML/CSS 😉', 'Java', 'PHP', 'C', 'Dart']",Li ja bismilah,For profit,['Node.js'],Thinking of it.,< 6 000,Morocco,Male,Yes,"['YouTube', 'Paid platforms']",Windows,"Developer, full-stack",The current Pandemic somehow impacted negatively my productivity,['Django'],Both,The company started remote after covid,Not enough,Never,"['JavaScript', 'Java', 'PHP']",Not Bad,['Google it'],NO,Bac +5,"['VS Code', 'Eclipse']",I don’t know Facebook Developer circles,1603578661194,Once every few years,0,Yes,"['TensorFlow', 'Apache Spark', 'Torch/PyTorch']",Neither satisfied nor dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'How widely used or impactful my work output would be', 'The industry that I’d be working in']",Student,"['Arabic', 'French', 'English']",Yes,20 to 24 years
bpsM1hbVXcadW8vZQFEl4G1Jsxr1,0,1603644106941,['Other'],Yes,['Academic defined subjects (system)'],Water,['Full Cloud'],['I am maintaining my own project'],['Other'],Few months,Multinational company,3-5 years,"['Java', 'Bash/Shell/PowerShell']",Li ja bismilah,NO,['Other'],Thinking of it.,10 000 - 13 000,Morocco,Male,Yes,"['YouTube', 'Paid platforms', 'Official documentation']",Linux-based,"Developer, back-end",The current Pandemic somehow boosted my productivity,['Vue.js'],No,The company started remote after covid,Enough to start,Sometimes: 1-2 days per month but less than weekly,"['JavaScript', 'Java']",Good,"['Google it', 'Stackoverflow']",NO,Bac +5,['Eclipse'],Yes,1603643188428,Every few months,0,Yes,['Node.js'],Slightly dissatisfied,"['Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",Yes,25 to 29 years
buiTrsVlMxauoVRObMzN8SItKR62,0,1603565391082,['C++'],Yes,['Academic defined subjects (system)'],None,['shared hosting'],['I am maintaining my own project'],"['React.js', 'Laravel', 'Symfony']",Less than 1 year,Small company,1-3 years,"['JavaScript', 'HTML/CSS 😉', 'Java', 'PHP', 'TypeScript', 'Other']",Li ja bismilah,For learning,"['Node.js', 'React Native']",Thinking of it.,20 000 - 25 000,Europe,Male,Yes,"['YouTube', 'Books', 'Official documentation']",Windows,"Developer, full-stack",The current Pandemic impacted very negatively my productivity,"['Angular', 'Vue.js']",Both,The company started remote after covid,Not enough,Often: 1-2 days per week or more,"['JavaScript', 'Java']",Not Bad,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",NO,Bac +5,"['VS Code', 'Eclipse', 'Sublime', 'Atom']",Yes,1603562080861,Every few months,1-3,Yes,"['TensorFlow', 'Flutter']",Very satisfied,"['Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'How widely used or impactful my work output would be']",Looking for work,"['Arabic', 'Amazigh', 'French', 'English']",No,20 to 24 years
bxNYpODRLPfrIzTOdnwkMszIjAd2,0,1603722515835,"['Go', 'Kotlin', 'Dart', 'Scala']",Yes,['Teachers'],Tea,['Not Sure'],"['Yes, few PRs in multiple projects']","['React.js', 'Spring Ecosystem', 'Django', 'Flask']",Few months,Medium company,5-10 years,"['JavaScript', 'Python', 'Java', 'R']",Li ja bismilah,For profit,"['Node.js', 'TensorFlow', 'React Native', 'Torch/PyTorch']",Thinking of it.,10 000 - 13 000,Morocco,Male,,"['YouTube', 'Paid platforms', 'Books', 'Official documentation', 'Blog posts']",Windows,Academic researcher,The current Pandemic did not impact my productivity,['Ruby on Rails'],Both,The company started remote after covid,Enough to start,Often: 1-2 days per week or more,"['JavaScript', 'Python']",Excellent,"['Google it', 'Watch help/tutorial videos', 'Call a coworker or friend']",NO,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code']",Yes,1603721987559,Once a year,1-3,No,"['Flutter', 'Other']",Slightly satisfied,"['Office environment or company culture', 'Opportunities for professional development', 'Remote work options']",Student,"['Arabic', 'French', 'English']",No,20 to 24 years
bzXuCeJRSdg5eA5WhySlJ0vHhUz2,0,1603467600310,"['JavaScript', 'C++', 'Rust']",No,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",None,['Full Cloud'],['I don’t have an account on Github (or alternatives).'],['Angular'],Less than 1 year,Medium company,3-5 years,"['Python', 'Java', 'Go', 'Rust']",Li ja bismilah,For learning,['Other'],"No, I am not interested.",15 000 - 20 000,Morocco,Male,No,"['Books', 'Official documentation', 'Blog posts']",Windows,"Developer, full-stack",The current Pandemic impacted very negatively my productivity,['React.js'],No,The company started remote after covid,Enough to start,Sometimes: 1-2 days per month but less than weekly,"['JavaScript', 'SQL', 'Java']",Not Bad,"['Google it', 'Stackoverflow', 'Call a coworker or friend']",NO,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code', 'Eclipse']",Yes,1603467604738,Once every few years,1-3,Yes,"['TensorFlow', 'Ansible', 'Terraform', 'Apache Spark', 'Torch/PyTorch']",Very dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'How widely used or impactful my work output would be', 'The industry that I’d be working in', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",No,25 to 29 years
c2sSfHEmBHeCcC0pjGc3uLVi33l1,More than 3,1603271616979,"['C#', 'TypeScript', 'Perl']",Yes,"['Students', 'Teachers', 'Academic defined subjects (system)']",Water,['Full Cloud'],['I am maintaining my own project'],"['React.js', 'Spring Ecosystem', 'Laravel']",0 months,Startup,Less than 1 year,"['JavaScript', 'SQL', 'Python', 'Java', 'Bash/Shell/PowerShell', 'PHP', 'C', 'Go']",Li ja bismilah,For learning,"['Node.js', 'React Native']",Thinking of it.,10 000 - 13 000,Morocco,Female,Yes,"['YouTube', 'Paid platforms', 'Books', 'Official documentation', 'Blog posts']",Windows,"Engineer, data",The current Pandemic somehow boosted my productivity,"['ASP.NET Core', 'Flask']",No,The company started remote after covid,Enough to start,Often: 1-2 days per week or more,"['JavaScript', 'Java']",Not Bad,"['Google it', 'Stackoverflow']",NO,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code', 'Eclipse', 'Other']",Yes,1603270761116,Every few months,More than 3,Yes,"['.NET', 'TensorFlow']",Very satisfied,"['Office environment or company culture', 'Flex time or a flexible schedule', 'Remote work options', 'How widely used or impactful my work output would be', 'Salary']",Student,"['Arabic', 'Amazigh', 'French', 'English', 'Others']",No,20 to 24 years
c3jmqiQkfvQadfERvxmolVbDUJu1,0,1603268336784,"['JavaScript', 'Python', 'Dart']",Yes,['Academic defined subjects (system)'],Water,"['Full Cloud', 'Hybrid Cloud']",['I don’t have an account on Github (or alternatives).'],['Other'],0 months,Medium company,Less than 1 year,"['HTML/CSS 😉', 'SQL', 'Python', 'Bash/Shell/PowerShell', 'Dart']",Li ja bismilah,For learning,['Other'],Thinking of it.,> 25 000,Europe,Male,Yes,"['YouTube', 'Paid platforms', 'Books', 'Official documentation', 'Blog posts', 'Company resources', 'Others']",MacOS,"Engineer, data",The current Pandemic boosted very positively my productivity,"['React.js', 'Django', 'Flask', 'Other']",No,The company started remote after covid,Not enough,Sometimes: 1-2 days per month but less than weekly,"['SQL', 'Python']",Excellent,"['Google it', 'Stackoverflow', 'Do other work and come back later.', 'Watch help/tutorial videos', 'Call a coworker or friend']",NO,Bac +5,"['Jetbrains (Intellij, PhpStorm, Resharper ...)', 'VS Code', 'Sublime', 'Atom']",I don’t know Facebook Developer circles,1603267267196,Every few months,0,Yes,"['React Native', 'Flutter']",Very satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Salary']",Employed full-time,"['Arabic', 'French', 'English', 'Others']",No,25 to 29 years
c5Dkv1tskCRD6nzAQ9txZ2yf5Sl1,0,1603647982564,"['Python', 'TypeScript']",No,['Academic defined subjects (system)'],Water,['Full Cloud'],['I am maintaining my own project'],"['React.js', 'Express', 'Laravel', 'Next']",More than 1 year,Startup,Less than 1 year,"['JavaScript', 'HTML/CSS 😉', 'SQL', 'PHP']",Li ja bismilah,NO,['Node.js'],"No, I am not interested.",< 6 000,Morocco,Male,No,"['YouTube', 'Paid platforms', 'Official documentation', 'Blog posts', 'Others']",Windows,"Developer, full-stack",The current Pandemic somehow impacted negatively my productivity,['Gatsby'],Both,The company started remote after covid,Not enough,Often: 1-2 days per week or more,"['JavaScript', 'HTML/CSS  😉', 'SQL', 'PHP']",Not Bad,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos', 'Call a coworker or friend']",NO,Bac +2,['VS Code'],Yes,1603647317073,Once a year,0,No,['React Native'],Slightly dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",No,20 to 24 years
c82edRzLRyRsmAOqEoyZLe6sQoF2,,1603406740610,,Yes,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",Tea,,,,0 months,Medium company,More than 10,,,For learning,,,20 000 - 25 000,Europe,Male,Yes,"['YouTube', 'Official documentation', 'Blog posts']",,"Developer, full-stack",The current Pandemic did not impact my productivity,,Spoken,No remote policy yet,Enough to start,Sometimes: 1-2 days per month but less than weekly,,,,,Bac +3,,,1603406503703,,,Yes,,Very satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Remote work options']",Employed full-time,"['Arabic', 'French', 'English']",No,30 to 34 years
c8dQjymoiKfxLJZES4w7djLmXGY2,0,1603261713140,['Go'],Yes,"['Teachers', 'Academic defined subjects (system)']",Tea,['Not Sure'],['I am maintaining my own project'],"['React.js', 'Express', 'Vue.js', 'Laravel', 'Next']",0 months,Multinational company,1-3 years,"['JavaScript', 'Python']",Li ja bismilah,NO,"['Node.js', 'React Native']",Thinking of it.,10 000 - 13 000,Morocco,Male,Yes,"['YouTube', 'Paid platforms', 'Official documentation', 'Blog posts']",MacOS,"Developer, full-stack",The current Pandemic did not impact my productivity,"['Next', 'Other']",No,We were doing remote before,Enough to start,Occasionally: 1-2 days per quarter but less than monthly ,"['JavaScript', 'HTML/CSS  😉', 'SQL', 'PHP']",Excellent,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",Yes,Bac +5,['VS Code'],Yes,1603261149244,Once a year,More than 3,Yes,"['Pandas', 'Keras', 'Apache Spark', 'Torch/PyTorch']",Neither satisfied nor dissatisfied,"['Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options']",Employed full-time,"['Arabic', 'Amazigh', 'French', 'English']",No,20 to 24 years
c9kDz9XnVOWD6PHU5phAoeBJDlm1,,1603309380913,,Yes,['Students'],Water,,,,,,Less than 1 year,,,,,,,Morocco,Male,Yes,"['YouTube', 'Others']",,"Developer, desktop applications",,,Spoken,,Enough to start,,,,,,Bac +2,,,1603309184143,,,No,,,,,"['Arabic', 'French', 'English']",Yes,20 to 24 years
cA0zCiO6SlVNgD5AJAJgDMk56I52,More than 3,1603215909865,['JavaScript'],Yes,"['Academic defined subjects (system)', 'Companies engagement with academia']",Water,['Full Cloud'],['I am maintaining my own project'],['Other'],0 months,Freelance,Less than 1 year,['Java'],Li ja bismilah,For learning,['Node.js'],Yes more than 10 blog posts,15 000 - 20 000,Morocco,Male,,"['YouTube', 'Paid platforms', 'Books']",Windows,Engineering manager,The current Pandemic somehow boosted my productivity,['React.js'],Both,,Enough to start,Often: 1-2 days per week or more,['Other'],Not Bad,"['Google it', 'Stackoverflow']",NO,Bac +5,['VS Code'],Yes,1603214686396,Once every few years,More than 3,No,['Node.js'],Very satisfied,"['Office environment or company culture', 'Flex time or a flexible schedule', 'Remote work options']","Freelancer, or self-employed","['Arabic', 'French', 'English']",No,40 years and older
cAdCLxiTBnZQwFItqeb5lZKKWYW2,1 - 3 talks,1603228798207,['Other'],Yes,"['Students', 'Teachers', 'Academic defined subjects (system)', 'Companies engagement with academia']",Coffee,['Not Sure'],"['Yes, few PRs in multiple projects']","['Express', 'Vue.js', 'Next']",Few months,Multinational company,1-3 years,"['JavaScript', 'Java']",Li ja bismilah,For profit,['Node.js'],Yes  less than 10 blog posts,20 000 - 25 000,Europe,Male,No,"['YouTube', 'Books', 'Official documentation', 'Blog posts', 'Company resources']",Linux-based,DevOps specialist,The current Pandemic somehow impacted negatively my productivity,"['Django', 'Gatsby']",Both,We were doing remote before,Enough to start,Sometimes: 1-2 days per month but less than weekly,"['JavaScript', 'Java']",Good,['Google it'],NO,Bac +5,['VS Code'],Yes,1603228277662,Every few months,1-3,Yes,['Terraform'],Slightly satisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'How widely used or impactful my work output would be', 'The industry that I’d be working in', 'Salary']",Employed full-time,"['Arabic', 'French', 'English']",No,20 to 24 years
cEb40bhytnbvtUzaY2b1LvCIOxn2,0,1603488187651,"['HTML/CSS 😉', 'SQL', 'C', 'Dart']",No,"['Teachers', 'Academic defined subjects (system)']",None,['Not Sure'],['I am maintaining my own project'],['Laravel'],,Multinational company,Less than 1 year,"['HTML/CSS 😉', 'SQL', 'C', 'Dart']",Li ja bismilah,For learning,['Other'],Thinking of it.,,Morocco,Female,Yes,"['YouTube', 'Official documentation', 'Blog posts']",Windows,"Developer, mobile",The current Pandemic somehow impacted negatively my productivity,['Laravel'],Spoken,,Enough to start,Rarely: 1-2 days per year or less ,['SQL'],Not Bad,"['Google it', 'Stackoverflow', 'Watch help/tutorial videos']",NO,Bac +5,"['Eclipse', 'Sublime']",Yes,1603487605100,Every few months,0,Yes,['Other'],Neither satisfied nor dissatisfied,"['Languages, frameworks, and other technologies I’d be working with', 'Office environment or company culture', 'Flex time or a flexible schedule', 'Opportunities for professional development', 'Remote work options', 'Salary']",Student,"['Arabic', 'French', 'English', 'Others']",Yes,20 to 24 years
